date,ticker,name,price
2016-10-13,HD-US,"Home Depot, Inc.",126.29
2016-10-13,SHW-US,Sherwin-Williams Company,89.82
2016-10-13,AMGN-US,Amgen Inc.,164.29
2016-10-13,AXP-US,American Express Company,60.41
2016-10-13,MCD-US,McDonald's Corporation,115.41
2016-10-13,V-US,Visa Inc. Class A,81.87
2016-10-13,JPM-US,JPMorgan Chase & Co.,67.74
2016-10-13,TRV-US,"Travelers Companies, Inc.",115.06
2016-10-13,UNH-US,UnitedHealth Group Incorporated,134.19
2016-10-13,IBM-US,International Business Machines Corporation,146.83
2016-10-13,AAPL-US,Apple Inc.,29.25
2016-10-13,JNJ-US,Johnson & Johnson,118.26
2016-10-13,BA-US,Boeing Company,133.38
2016-10-13,HON-US,Honeywell International Inc.,97.66
2016-10-13,AMZN-US,"Amazon.com, Inc.",41.46
2016-10-13,CRM-US,"Salesforce, Inc.",70.63
2016-10-13,CVX-US,Chevron Corporation,100.79
2016-10-13,NVDA-US,NVIDIA Corporation,1.63
2016-10-13,MMM-US,3M Company,142.15
2016-10-13,PG-US,Procter & Gamble Company,88.24
2016-10-13,WMT-US,Walmart Inc.,22.74
2016-10-13,MRK-US,"Merck & Co., Inc.",59.6
2016-10-13,DIS-US,Walt Disney Company,91.12
2016-10-13,KO-US,Coca-Cola Company,41.76
2016-10-13,CSCO-US,"Cisco Systems, Inc.",30.17
2016-10-13,NKE-US,"NIKE, Inc. Class B",52.03
2016-10-13,VZ-US,Verizon Communications Inc.,50.29
2016-10-14,GS-US,"Goldman Sachs Group, Inc.",170.52
2016-10-14,CAT-US,Caterpillar Inc.,87.67
2016-10-14,MSFT-US,Microsoft Corporation,57.42
2016-10-14,HD-US,"Home Depot, Inc.",126.42
2016-10-14,SHW-US,Sherwin-Williams Company,89.47
2016-10-14,AMGN-US,Amgen Inc.,161.9
2016-10-14,AXP-US,American Express Company,60.15
2016-10-14,MCD-US,McDonald's Corporation,114.09
2016-10-14,V-US,Visa Inc. Class A,82.45
2016-10-14,JPM-US,JPMorgan Chase & Co.,67.52
2016-10-14,TRV-US,"Travelers Companies, Inc.",115.08
2016-10-14,UNH-US,UnitedHealth Group Incorporated,133.92
2016-10-14,IBM-US,International Business Machines Corporation,147.53
2016-10-14,AAPL-US,Apple Inc.,29.41
2016-10-14,JNJ-US,Johnson & Johnson,117.56
2016-10-14,BA-US,Boeing Company,133.5
2016-10-14,HON-US,Honeywell International Inc.,98.33
2016-10-14,AMZN-US,"Amazon.com, Inc.",41.15
2016-10-14,CRM-US,"Salesforce, Inc.",74.27
2016-10-14,CVX-US,Chevron Corporation,101.08
2016-10-14,NVDA-US,NVIDIA Corporation,1.65
2016-10-14,MMM-US,3M Company,142.41
2016-10-14,PG-US,Procter & Gamble Company,88.43
2016-10-14,WMT-US,Walmart Inc.,22.82
2016-10-14,MRK-US,"Merck & Co., Inc.",59.25
2016-10-14,DIS-US,Walt Disney Company,91.3
2016-10-14,KO-US,Coca-Cola Company,41.67
2016-10-14,CSCO-US,"Cisco Systems, Inc.",30.18
2016-10-14,NKE-US,"NIKE, Inc. Class B",51.62
2016-10-14,VZ-US,Verizon Communications Inc.,50.28
2016-10-17,GS-US,"Goldman Sachs Group, Inc.",169.0
2016-10-17,CAT-US,Caterpillar Inc.,87.29
2016-10-17,MSFT-US,Microsoft Corporation,57.22
2016-10-17,HD-US,"Home Depot, Inc.",125.14
2016-10-17,SHW-US,Sherwin-Williams Company,89.86
2016-10-17,AMGN-US,Amgen Inc.,162.62
2016-10-17,AXP-US,American Express Company,59.9
2016-10-17,MCD-US,McDonald's Corporation,112.41
2016-10-17,V-US,Visa Inc. Class A,82.15
2016-10-17,JPM-US,JPMorgan Chase & Co.,67.17
2016-10-17,TRV-US,"Travelers Companies, Inc.",114.98
2016-10-17,UNH-US,UnitedHealth Group Incorporated,134.13
2016-10-17,IBM-US,International Business Machines Corporation,147.83
2016-10-17,AAPL-US,Apple Inc.,29.39
2016-10-17,JNJ-US,Johnson & Johnson,118.49
2016-10-17,BA-US,Boeing Company,134.0
2016-10-17,HON-US,Honeywell International Inc.,97.46
2016-10-17,AMZN-US,"Amazon.com, Inc.",40.65
2016-10-17,CRM-US,"Salesforce, Inc.",72.83
2016-10-17,CVX-US,Chevron Corporation,101.36
2016-10-17,NVDA-US,NVIDIA Corporation,1.64
2016-10-17,MMM-US,3M Company,142.31
2016-10-17,PG-US,Procter & Gamble Company,87.83
2016-10-17,WMT-US,Walmart Inc.,22.74
2016-10-17,MRK-US,"Merck & Co., Inc.",58.66
2016-10-17,DIS-US,Walt Disney Company,90.83
2016-10-17,KO-US,Coca-Cola Company,41.6
2016-10-17,CSCO-US,"Cisco Systems, Inc.",30.22
2016-10-17,NKE-US,"NIKE, Inc. Class B",51.03
2016-10-17,VZ-US,Verizon Communications Inc.,50.43
2016-10-18,GS-US,"Goldman Sachs Group, Inc.",172.63
2016-10-18,CAT-US,Caterpillar Inc.,87.22
2016-10-18,MSFT-US,Microsoft Corporation,57.66
2016-10-18,HD-US,"Home Depot, Inc.",125.74
2016-10-18,SHW-US,Sherwin-Williams Company,90.28
2016-10-18,AMGN-US,Amgen Inc.,162.8
